,second_name,first_name,id,team,element_type,total_points,points_per_game,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,ep_next,ep_this,event_points,form,in_dreamteam,news,news_added,now_cost,photo,selected_by_percent,special,squad_number,status,team_code,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90
52,Kelleher,Caoimhin,301,11,1,27,3.9,,,200720,0,0,-2,2,0,0.0,3.7,3,4.2,False,,,38,200720.jpg,4.2,False,,a,14,715089,14583,290584,4057,1.1,7.1,Kelleher,630,0,0,2,7,0,0,0,0,0,20,3,139,180.4,0.0,0.0,17.9,7,0.00,0.01,0.01,8.59,287,25,512,16,471,5,379,25,,,,,,,0.0,2.86,0.0,0.0,1.23,1.0,834,94,48,4,55,6,85,16,1.0,0.29
53,de Araújo Pitaluga Filho,Marcelo,756,11,1,0,0.0,0.0,0.0,443629,0,0,0,0,0,0.0,0.0,0,0.0,False,On loan to St Patrick’s Athletic until the end of the season,2024-01-09T10:26:52.979684Z,40,443629.jpg,0.0,False,,u,14,132,0,156,0,0.0,0.0,Pitaluga,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,597,73,583,56,546,45,601,73,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,720,51,462,66,608,73,803,93,0.0,0.0
54,Mrozek,Fabian,813,11,1,0,0.0,,,518199,0,0,0,0,0,0.0,-0.5,0,0.0,False,,,40,518199.jpg,0.0,False,,a,14,503,48,253,32,0.0,0.0,Mrozek,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,631,86,617,69,582,58,635,86,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,759,64,498,79,642,86,759,90,0.0,0.0
55,Macey,Matt,323,12,1,0,0.0,0.0,0.0,113534,0,0,0,0,0,0.0,0.0,0,0.0,False,Released from contract,2023-09-03T20:04:04.658822Z,40,113534.jpg,0.2,False,,u,102,1324,0,45234,56,0.0,0.0,Macey,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,567,63,553,46,516,35,571,63,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,683,41,430,56,578,63,347,50,0.0,0.0
56,Shea,James,335,12,1,0,0.0,,,77818,0,0,-2,2,0,-0.5,-1.0,0,0.0,False,,,43,77818.jpg,0.1,False,,a,102,3486,58,13980,63,0.0,0.0,Shea,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,656,89,642,73,614,64,659,89,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,601,29,538,83,667,89,398,57,0.0,0.0
57,Walton,Jack,338,12,1,0,0.0,0.0,0.0,207722,0,0,0,0,0,0.0,0.0,0,0.0,False,Joined Dundee United on a season-long loan - Expected back 01 Jul,2023-07-11T09:00:04.234257Z,40,207722.jpg,0.0,False,,u,102,0,0,881,3,0.0,0.0,Walton,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,578,66,564,49,527,38,582,66,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,696,44,441,59,589,66,721,85,0.0,0.0
58,Kaminski,Thomas,614,12,1,69,2.5,,,54738,0,0,0,0,0,2.3,4.6,5,2.8,False,,,45,54738.jpg,1.7,False,,a,102,158771,5703,87057,979,0.6,15.3,Kaminski,2485,0,0,2,56,0,0,0,3,0,108,3,479,820.8,0.0,0.0,81.9,28,0.00,0.02,0.02,58.21,6,3,690,83,670,74,130,3,,,,,,,0.0,3.91,0.0,0.0,2.11,2.03,351,14,103,14,217,26,156,21,1.01,0.07
59,Krul,Tim,665,12,1,0,0.0,,,20480,0,0,-1,1,0,-0.5,-1.0,0,0.0,False,,,44,20480.jpg,0.1,False,,a,102,4531,96,4504,61,0.0,0.0,Krul,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,667,92,656,78,630,69,670,92,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,512,24,564,87,678,92,509,71,0.0,0.0
60,Carson,Scott,347,13,1,0,0.0,,,17601,0,0,-2,2,0,0.0,0.5,0,0.0,False,,,38,17601.jpg,0.1,False,,a,43,8401,166,9744,79,0.0,0.0,Carson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,531,38,510,14,467,3,534,38,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,829,92,381,27,542,38,454,65,0.0,0.0
61,Santana de Moraes,Ederson,352,13,1,87,3.2,75.0,100.0,121160,0,0,0,0,2,0.0,4.9,0,4.4,False,Knock - 75% chance of playing,2024-03-10T23:00:08.656757Z,55,121160.jpg,15.1,False,,d,43,1526159,3350,1730856,34607,0.8,15.8,Ederson M.,2312,0,0,8,25,0,0,0,5,0,48,5,449,455.2,10.0,0.0,46.4,27,0.00,0.03,0.03,24.19,86,14,441,8,824,94,245,14,,,,,,,0.0,1.87,0.0,0.0,0.94,0.97,98,2,47,3,126,16,25,3,1.05,0.31
62,Ortega Moreno,Stefan,361,13,1,6,2.0,,,88248,0,0,-3,3,0,0.0,0.9,2,0.4,False,,,37,88248.jpg,0.9,False,,a,43,125323,5266,128188,858,0.1,1.6,Ortega Moreno,206,0,0,0,3,0,0,0,0,0,9,0,37,69.8,0.0,0.0,7.0,1,0.00,0.00,0.00,3.14,398,31,509,13,466,2,449,31,,,,,,,0.0,3.93,0.0,0.0,1.37,1.31,837,95,325,23,291,30,210,29,0.44,0.0
63,Steffen,Zack,367,13,1,0,0.0,0.0,0.0,164484,0,0,-1,1,0,0.0,0.0,0,0.0,False,Moved to Colorado Rapids on a permanent deal,2024-02-01T07:13:26.623008Z,39,164484.jpg,0.1,False,,u,43,19160,0,23136,80,0.0,0.0,Steffen,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,542,47,526,28,486,17,545,47,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,797,78,398,38,553,47,383,54,0.0,0.0
64,Heaton,Tom,384,14,1,0,0.0,100.0,100.0,21205,0,0,0,0,0,0.0,0.0,0,0.0,False,,2023-08-11T13:00:07.024643Z,40,21205.jpg,0.1,False,,a,1,4713,25,10898,44,0.0,0.0,Heaton,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,561,59,547,42,509,31,565,59,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,674,37,424,52,572,59,436,61,0.0,0.0
65,Onana,André,597,14,1,105,3.8,100.0,100.0,202641,0,0,-2,2,3,0.0,4.5,11,4.5,True,,2023-12-30T22:30:10.448027Z,48,202641.jpg,12.4,False,,a,1,1115604,23543,2592481,6700,0.9,21.9,Onana,2520,0,0,8,39,0,0,0,4,0,104,9,554,826.4,33.2,0.0,86.1,28,0.00,0.06,0.06,48.78,4,2,377,2,786,88,120,2,,,,,,,0.0,3.71,0.0,0.0,1.74,1.39,291,10,43,2,64,7,33,5,1.0,0.29
66,Vítek,Radek,669,14,1,0,0.0,0.0,0.0,477733,0,0,0,0,0,0.0,0.0,0,0.0,False,Joined Accrington Stanley on loan for the rest of the season,2024-01-29T08:11:12.302949Z,40,477733.jpg,0.0,False,,u,1,2777,0,2425,12,0.0,0.0,Vítek,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,612,81,598,64,562,53,616,81,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,738,59,478,74,623,81,602,78,0.0,0.0
67,Bayindir,Altay,695,14,1,0,0.0,,,451302,0,0,0,0,0,0.0,0.0,0,0.0,False,,,40,451302.jpg,0.1,False,,a,1,17860,31,12860,121,0.0,0.0,Altay,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,600,75,586,58,549,47,604,75,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,723,53,465,68,611,75,468,67,0.0,0.0
68,Mee,Dermot,835,14,1,0,0.0,,,461537,0,0,0,0,0,0.0,1.6,0,0.0,False,,,40,461537.jpg,0.0,False,,a,1,14,14,0,0,0.0,0.0,Mee,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,603,76,589,59,552,48,607,76,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,726,54,468,69,614,76,825,95,0.0,0.0
69,Darlow,Karl,408,15,1,0,0.0,0.0,0.0,59735,0,0,0,0,0,0.0,0.0,0,0.0,False,Permanent move to Leeds Utd,2023-07-31T07:01:03.752775Z,40,59735.jpg,0.0,False,,u,4,0,0,1001,0,0.0,0.0,Darlow,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,563,61,549,44,512,33,567,61,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,678,39,426,54,574,61,731,86,0.0,0.0
70,Dubravka,Martin,409,15,1,44,3.1,100.0,100.0,67089,0,0,2,-2,0,0.0,2.8,2,2.8,False,,2023-09-28T03:30:09.657546Z,42,67089.jpg,6.9,False,,a,4,1138792,1746,441848,5753,0.7,10.5,Dubravka,1174,0,0,2,30,0,1,0,1,0,59,1,266,442.4,10.0,0.0,45.2,13,0.00,0.00,0.00,33.30,98,16,438,5,607,63,252,15,,,,,,,0.0,4.52,0.0,0.0,2.55,2.3,649,36,101,13,130,17,52,10,1.0,0.15
71,Gillespie,Mark,411,15,1,0,0.0,,,81441,0,0,-1,1,0,0.0,0.0,0,0.0,False,,,39,81441.jpg,0.1,False,,a,4,5976,22,6596,49,0.0,0.0,Gillespie,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,536,43,517,21,476,10,539,43,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,786,71,389,32,547,43,443,62,0.0,0.0
72,Pope,Nick,424,15,1,56,4.0,0.0,0.0,98747,0,0,-2,2,0,0.0,0.0,0,0.0,False,Shoulder injury - Expected back 03 Apr,2023-12-02T22:30:10.218322Z,53,98747.jpg,4.9,False,,i,4,549193,80,1242126,2069,0.0,10.6,Pope,1255,0,0,6,14,0,0,0,0,0,40,1,268,297.4,0.0,4.0,30.1,14,0.02,0.00,0.02,14.70,202,23,819,94,451,1,324,23,,,,,,,0.0,2.87,0.0,0.0,1.05,1.0,133,3,800,94,50,5,77,15,1.0,0.43
73,Karius,Loris,580,15,1,1,1.0,,,104542,0,0,-1,1,0,0.0,0.2,0,0.2,False,,,39,104542.jpg,0.3,False,,a,4,16235,120,18850,174,0.1,0.3,Karius,90,0,0,0,4,0,0,0,0,0,4,0,17,31.8,0.0,0.0,3.2,1,0.00,0.00,0.00,2.40,447,35,518,22,477,11,477,35,,,,,,,0.0,4.0,0.0,0.0,2.4,4.0,788,72,341,25,438,35,317,42,1.0,0.0
74,Turner,Matt,28,16,1,42,2.5,,,224068,0,0,-1,1,0,0.5,0.0,0,0.0,False,,,39,224068.jpg,10.3,False,,a,17,1231343,2129,1467677,5836,0.0,10.8,Turner,1530,0,0,2,28,0,0,0,1,0,55,0,281,379.6,0.0,0.0,37.9,17,0.00,0.00,0.00,25.43,127,17,533,34,493,23,287,17,,,,,,,0.0,3.24,0.0,0.0,1.5,1.65,807,84,406,44,213,25,39,7,1.0,0.12
75,Hennessey,Wayne,448,16,1,0,0.0,100.0,100.0,20066,0,0,-1,1,0,0.5,0.0,0,0.0,False,,2023-08-06T23:30:06.047716Z,39,20066.jpg,0.2,False,,a,17,6328,118,18396,85,0.0,0.0,Hennessey,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,534,41,514,18,473,7,537,41,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,782,68,386,30,545,41,341,49,0.0,0.0
76,Horvath,Ethan,449,16,1,0,0.0,0.0,0.0,168547,0,0,-2,2,0,0.0,0.0,0,0.0,False,Transferred to  Cardiff City,2024-02-04T18:28:02.877577Z,43,168547.jpg,0.1,False,,u,17,2611,0,9839,37,0.0,0.0,Horvath,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,660,90,648,75,620,66,663,90,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,616,31,546,84,671,90,449,64,0.0,0.0
77,Shelvey,George,636,16,1,0,0.0,0.0,0.0,450197,0,0,-1,1,0,0.0,0.0,0,0.0,False,Permanent transfer to Dundalk,2024-02-17T19:37:30.530445Z,39,450197.jpg,0.0,False,,u,17,2259,0,3765,24,0.0,0.0,G.Shelvey,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,551,53,537,36,497,25,554,53,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,816,86,412,46,562,53,545,73,0.0,0.0
78,Vlachodimos,Odysseas,710,16,1,12,2.4,,,111452,0,0,0,0,0,0.5,0.0,0,0.0,False,,,45,111452.jpg,0.1,False,,a,17,17713,304,16044,90,0.0,2.7,Odysseas,450,0,0,1,12,0,0,0,0,0,10,0,79,101.8,10.0,0.0,11.2,5,0.00,0.01,0.01,7.48,347,26,439,6,674,77,424,26,,,,,,,0.0,2.0,0.0,0.0,1.5,2.4,361,17,613,90,235,28,444,63,1.0,0.2
79,Sels,Matz,808,16,1,16,2.7,,,85633,0,0,0,0,0,3.7,3.2,3,3.2,False,,,45,85633.jpg,0.3,False,,a,17,8207,2403,2337,264,0.7,3.6,Sels,540,0,0,1,10,0,0,0,0,0,11,1,80,87.8,0.0,0.0,8.8,6,0.00,0.03,0.03,8.10,364,28,693,85,673,76,440,28,,,,,,,0.0,1.83,0.0,0.0,1.35,1.67,358,16,81,8,176,23,288,37,1.0,0.17
80,Amissah,Jordan,472,17,1,0,0.0,,,538206,0,0,-1,1,0,0.0,-0.5,0,0.0,False,,,39,538206.jpg,0.3,False,,a,49,27296,38,31033,142,0.0,0.0,Amissah,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,558,58,544,41,505,30,561,58,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,825,91,420,51,569,58,295,38,0.0,0.0
81,Davies,Adam,479,17,1,0,0.0,100.0,100.0,102549,0,0,0,0,0,0.0,-0.5,0,0.0,False,,2023-10-12T09:30:10.081141Z,40,102549.jpg,0.2,False,,a,49,9921,56,15714,88,0.0,0.0,A.Davies,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,564,62,550,45,513,34,568,62,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,679,40,427,55,575,62,360,53,0.0,0.0
82,Foderingham,Wes,482,17,1,58,2.3,,,82143,0,0,0,0,0,0.0,0.0,0,0.5,False,,,45,82143.jpg,0.3,False,,a,49,54884,75,61405,402,0.1,12.9,Foderingham,2198,0,0,1,63,1,0,0,2,0,108,7,429,755.0,0.0,0.0,75.6,24,0.00,0.05,0.05,49.29,13,6,692,84,672,75,151,6,,,,,,,0.0,4.42,0.0,0.0,2.02,2.58,356,15,308,22,249,29,297,40,0.98,0.04
83,Grbic,Ivo,790,17,1,5,1.2,100.0,100.0,173268,0,0,0,0,0,0.0,0.7,3,1.2,False,,2024-01-31T01:30:14.717439Z,45,173268.jpg,0.0,False,,a,49,746,50,432,75,0.3,1.1,Grbić,321,0,0,0,11,0,0,0,1,0,14,0,56,94.6,0.0,0.0,9.4,4,0.00,0.00,0.00,7.75,352,27,697,86,679,79,434,27,,,,,,,0.0,3.93,0.0,0.0,2.17,3.08,371,19,225,18,419,34,706,83,1.12,0.0
84,Austin,Brandon,491,18,1,0,0.0,,,214572,0,0,-1,1,0,0.5,0.0,0,0.0,False,,,39,214572.jpg,0.2,False,,a,6,10399,41,16558,120,0.0,0.0,Austin,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,546,50,531,32,491,21,549,50,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,805,82,404,42,557,50,336,47,0.0,0.0
85,Forster,Fraser,498,18,1,0,0.0,0.0,0.0,40383,0,0,-2,2,0,0.0,0.0,0,0.0,False,Foot injury - Expected back 13 Apr,2024-02-16T14:00:09.878781Z,38,40383.jpg,1.9,False,,i,6,83162,369,267062,2431,0.0,0.0,Forster,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,532,39,511,15,468,4,535,39,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,830,93,382,28,543,39,148,20,0.0,0.0
86,Lloris,Hugo,502,18,1,0,0.0,0.0,0.0,37915,0,0,-3,3,0,0.0,0.0,0,0.0,False,Permanent move to Los Angeles FC,2024-02-01T07:16:19.275252Z,47,37915.jpg,0.5,False,,u,6,33336,0,77371,272,0.0,0.0,Lloris,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,790,94,786,89,779,85,792,94,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,304,11,726,92,791,94,241,32,0.0,0.0
87,Vicario,Guglielmo,520,18,1,87,3.2,,,184254,0,0,3,-3,1,4.2,3.7,6,3.7,False,,,53,184254.jpg,8.1,False,,a,6,1448560,22823,871658,6419,0.7,16.4,Vicario,2430,0,0,6,39,0,0,0,2,0,78,8,526,697.2,0.0,0.0,69.8,27,0.00,0.00,0.00,44.73,22,8,821,95,819,93,177,10,,,,,,,0.0,2.89,0.0,0.0,1.66,1.44,140,5,68,6,123,15,50,9,1.0,0.22
88,Whiteman,Alfie,521,18,1,0,0.0,100.0,100.0,175941,0,0,-1,1,0,0.5,0.0,0,0.0,False,,2023-08-11T16:00:08.892883Z,39,175941.jpg,0.2,False,,a,6,18550,58,26264,156,0.0,0.0,Whiteman,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,543,48,528,30,488,19,546,48,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,800,80,400,40,554,48,335,46,0.0,0.0
89,Areola,Alphonse,524,19,1,101,4.0,100.0,100.0,84182,0,0,3,-3,3,4.5,5.5,2,5.0,False,,2023-12-07T23:30:10.009235Z,43,84182.jpg,36.1,False,,a,21,3118184,20695,1567658,10052,1.2,23.5,Areola,2205,0,0,4,40,0,2,0,1,0,106,11,492,795.4,0.0,0.0,79.5,25,0.00,0.00,0.00,44.34,10,5,644,74,616,65,139,5,,,,,,,0.0,4.33,0.0,0.0,1.81,1.63,604,30,29,1,47,3,5,1,1.02,0.16
90,Fabianski,Lukasz,533,19,1,13,2.6,100.0,100.0,37096,0,0,-3,3,0,-0.5,0.5,0,0.0,False,,2023-10-27T13:30:09.169653Z,42,37096.jpg,1.2,False,,a,21,59513,266,235121,526,0.0,3.1,Fabianski,316,0,0,1,9,0,0,0,0,0,11,1,69,84.8,0.0,0.0,8.5,3,0.00,0.00,0.00,6.15,370,29,639,72,604,61,441,29,,,,,,,0.0,3.13,0.0,0.0,1.75,2.56,646,34,522,82,195,24,181,24,0.85,0.28
91,Anang,Joseph,647,19,1,0,0.0,,,447879,0,0,0,0,0,-0.5,0.5,0,0.0,False,,,40,447879.jpg,0.1,False,,a,21,6201,33,5220,50,0.0,0.0,Anang,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,599,74,585,57,548,46,603,74,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,722,52,464,67,610,74,502,69,0.0,0.0
92,Bentley,Daniel,546,20,1,17,4.2,,,79602,0,0,-1,1,1,0.0,0.2,0,0.2,False,,,39,79602.jpg,0.9,False,,a,39,148432,189,106365,842,0.1,4.4,Bentley,292,0,0,2,4,0,0,0,0,0,8,1,65,66.2,0.0,0.0,6.6,2,0.00,0.00,0.00,5.09,402,32,516,20,475,9,452,32,,,,,,,0.0,2.47,0.0,0.0,1.57,1.23,785,70,339,24,38,1,206,28,0.62,0.62
93,King,Tom,564,20,1,0,0.0,,,138001,0,0,-1,1,0,0.0,0.0,0,0.0,False,,,39,138001.jpg,0.7,False,,a,39,23931,183,39974,247,0.0,0.0,King,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,540,45,523,25,483,14,543,45,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,794,75,395,35,551,45,225,30,0.0,0.0
94,Malheiro de Sá,José,569,20,1,77,3.0,100.0,100.0,149065,0,0,0,0,1,0.0,3.2,3,3.2,False,,2024-03-02T19:00:09.704017Z,50,149065.jpg,1.6,False,,a,39,250076,1747,235599,1894,0.6,15.4,José Sá,2227,0,0,4,40,0,0,0,1,0,82,5,426,587.6,0.0,0.0,59.0,26,0.00,0.00,0.00,41.90,40,12,809,92,807,90,205,12,,,,,,,0.0,3.31,0.0,0.0,1.69,1.62,180,7,86,11,149,19,166,22,1.05,0.16
95,Šarkić,Matija,571,20,1,0,0.0,0.0,0.0,216208,0,0,0,0,0,0.0,0.0,0,0.0,False,Permanent transfer to Millwall,2023-08-07T07:47:40.181414Z,40,216208.jpg,0.3,False,,u,39,0,0,29732,73,0.0,0.0,Šarkić,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,581,67,567,50,530,39,585,67,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,700,45,444,60,592,67,315,41,0.0,0.0
96,Alves Soares,Cédric,2,1,2,3,1.0,,,58822,0,0,-2,2,0,0.0,1.5,0,0.5,False,,,38,58822.jpg,0.4,False,,a,3,43829,1007,49652,513,0.1,0.8,Cédric,59,0,0,0,0,0,0,0,0,0,0,0,15,2.0,4.3,0.0,0.6,0,0.00,0.02,0.02,0.39,515,185,450,164,469,170,509,181,,,,,,,0.0,0.0,0.03,0.03,0.59,0.0,831,267,294,93,435,148,261,105,0.0,0.0
97,dos Santos Magalhães,Gabriel,5,1,2,103,4.0,100.0,100.0,226597,0,0,3,-3,3,0.0,4.8,1,3.8,False,,2024-01-20T15:30:09.437664Z,53,226597.jpg,25.4,False,,a,3,2809513,10111,2885262,40089,0.7,19.4,Gabriel,2174,3,1,9,21,1,0,0,3,0,0,6,475,540.4,107.1,306.0,95.5,24,3.39,0.54,3.93,17.71,50,14,252,71,84,3,105,18,,,,,,,0.14,0.0,0.02,0.16,0.73,0.87,146,15,64,15,51,5,12,3,0.99,0.37
98,Kiwior,Jakub,10,1,2,53,3.3,,,440854,1,-1,-1,1,1,0.0,8.2,2,7.2,False,,,44,440854.jpg,1.3,False,,a,3,165228,4442,26032,3969,1.6,12.0,Kiwior,785,1,3,4,8,0,0,0,1,0,0,1,213,210.6,94.0,88.0,39.4,9,0.74,0.54,1.28,4.26,253,95,267,78,243,70,283,94,,,,,,,0.08,0.0,0.06,0.14,0.49,0.92,564,113,7,2,110,19,178,76,1.03,0.46
99,Saliba,William,20,1,2,112,4.0,100.0,100.0,462424,0,0,8,-8,1,0.0,5.0,2,4.0,True,,2023-10-09T08:30:07.861646Z,58,462424.jpg,38.1,False,,a,3,4334351,13977,2364057,50219,0.7,19.3,Saliba,2520,2,1,11,24,0,0,0,3,0,0,6,547,528.8,124.7,112.0,76.7,28,1.54,0.77,2.31,19.81,53,17,224,54,215,55,148,39,,,,,,,0.06,0.0,0.03,0.09,0.71,0.86,79,7,61,14,53,6,4,1,1.0,0.39
100,Tierney,Kieran,24,1,2,0,0.0,0.0,0.0,192895,0,0,-1,1,0,0.0,0.0,0,0.0,False,Season long loan to Real Sociedad,2023-08-29T07:46:59.686803Z,44,192895.jpg,0.1,False,,u,3,2665,0,28773,13,0.0,0.0,Tierney,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,675,264,666,264,640,261,678,264,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,536,99,578,241,687,262,426,167,0.0,0.0
101,Tomiyasu,Takehiro,25,1,2,39,3.0,75.0,75.0,223723,0,0,0,0,1,0.0,0.8,0,0.0,False,Calf injury - 75% chance of playing,2023-12-02T18:30:08.259180Z,45,223723.jpg,0.2,False,,d,3,80517,24,92175,115,0.0,8.7,Tomiyasu,628,1,1,3,5,0,0,0,0,1,0,3,147,139.6,67.8,57.0,26.2,5,0.48,0.41,0.89,7.25,316,122,314,104,308,96,342,123,,,,,,,0.07,0.0,0.06,0.13,1.04,0.72,388,70,626,256,143,30,324,128,0.72,0.43
102,White,Benjamin,29,1,2,119,4.4,100.0,100.0,198869,1,-1,2,-2,4,0.0,9.0,11,8.0,True,,2023-11-12T02:00:08.673390Z,57,198869.jpg,11.9,False,,a,3,1755915,58329,1510692,10681,1.4,20.9,White,2133,2,5,10,23,0,0,0,5,0,0,11,543,520.6,383.3,152.0,105.7,25,0.79,2.86,3.65,17.17,58,21,66,12,177,33,85,11,,,,,,,0.03,0.0,0.12,0.15,0.72,0.97,83,8,6,1,29,3,34,11,1.05,0.42
103,Zinchenko,Oleksandr,31,1,2,86,3.9,100.0,50.0,206325,0,0,0,0,2,0.0,0.6,1,0.2,False,,2024-02-05T08:30:09.070071Z,50,206325.jpg,5.7,False,,a,3,1566118,1342,1714804,7702,0.0,17.2,Zinchenko,1438,1,2,7,13,0,0,0,2,0,0,13,382,349.2,398.9,127.0,87.5,17,0.49,2.44,2.93,10.68,152,54,64,11,197,45,119,23,,,,,,,0.03,0.0,0.15,0.18,0.67,0.81,195,22,373,125,57,8,66,22,1.06,0.44
104,Timber,Jurriën,585,1,2,0,0.0,0.0,0.0,445122,0,0,-4,4,0,0.0,0.0,0,0.0,False,Knee injury - Unknown return date,2023-08-12T18:00:07.121160Z,46,445122.jpg,0.4,False,,i,3,12847,31,480728,88,0.0,0.0,J.Timber,49,0,0,0,0,0,0,0,1,0,0,0,3,3.6,2.4,0.0,0.6,1,0.00,0.01,0.01,0.28,504,183,462,168,778,270,510,182,,,,,,,0.0,0.0,0.02,0.02,0.51,0.0,348,48,724,260,790,269,259,104,1.84,0.0
